epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,1637.69,0.62651,1.7493,0.35182,0.86027,0.96996,0.97352,0.98378,0.77253,0.91209,0.91506,0.90619,0.48135,0.76393,2.35629,0.37644,0.84576,0.00047838,0.00047838,0.00047838
102,1653.29,0.62445,1.67431,0.35856,0.85659,0.97833,0.97116,0.98488,0.77431,0.93448,0.92746,0.93398,0.515,0.74704,2.2381,0.37629,0.83858,0.000476024,0.000476024,0.000476024
103,1669.03,0.62303,1.67561,0.35631,0.85725,0.97019,0.97161,0.98318,0.77499,0.91593,0.91776,0.91237,0.49539,0.75024,2.28463,0.37554,0.83889,0.000473668,0.000473668,0.000473668
104,1684.64,0.62929,1.72855,0.36214,0.85831,0.977,0.97509,0.9862,0.77913,0.92779,0.93158,0.93729,0.52286,0.74774,2.22777,0.37787,0.84173,0.000471311,0.000471311,0.000471311
105,1701.98,0.61824,1.68943,0.35112,0.8569,0.9702,0.97733,0.98504,0.77519,0.90979,0.91428,0.91034,0.49557,0.75053,2.30383,0.39434,0.83946,0.000468955,0.000468955,0.000468955
106,1717.55,0.62481,1.69227,0.35508,0.85794,0.96659,0.96853,0.98145,0.76507,0.91098,0.91371,0.92485,0.48545,0.7713,2.36946,0.38838,0.84492,0.000466599,0.000466599,0.000466599
107,1733.36,0.62358,1.72535,0.35307,0.85637,0.9803,0.97421,0.98622,0.77679,0.92711,0.91806,0.91615,0.50236,0.75042,2.20128,0.37238,0.83996,0.000464243,0.000464243,0.000464243
108,1748.93,0.6139,1.64767,0.34447,0.85124,0.97101,0.97816,0.98421,0.77845,0.9223,0.92852,0.92398,0.51441,0.75067,2.2112,0.37669,0.83968,0.000461887,0.000461887,0.000461887
109,1764.69,0.63239,1.69069,0.35682,0.86094,0.97401,0.97263,0.98556,0.77729,0.92771,0.9244,0.93028,0.51467,0.74589,2.16839,0.37355,0.83664,0.00045953,0.00045953,0.00045953
110,1780.2,0.627,1.66129,0.35577,0.85746,0.97641,0.97161,0.98509,0.77784,0.91935,0.92425,0.92121,0.50043,0.73714,2.22351,0.37162,0.83619,0.000457174,0.000457174,0.000457174
111,1795.9,0.61042,1.69128,0.3479,0.85524,0.97822,0.97249,0.98471,0.77415,0.93334,0.93753,0.93551,0.51894,0.75343,2.22224,0.37213,0.83652,0.000454818,0.000454818,0.000454818
112,1811.38,0.61542,1.65553,0.34999,0.8548,0.9768,0.97489,0.98514,0.77659,0.91966,0.91637,0.92179,0.50561,0.75269,2.21442,0.37309,0.83613,0.000452462,0.000452462,0.000452462
113,1827.15,0.61334,1.66235,0.34924,0.85463,0.97694,0.97045,0.98658,0.77888,0.9334,0.92752,0.93786,0.52086,0.73982,2.21971,0.36972,0.83188,0.000450106,0.000450106,0.000450106
114,1842.82,0.60347,1.64281,0.34164,0.85526,0.97608,0.96956,0.98469,0.77951,0.92055,0.91217,0.92273,0.52041,0.74993,2.25046,0.36757,0.83401,0.000447749,0.000447749,0.000447749
115,1858.36,0.62444,1.68656,0.34942,0.85787,0.97356,0.96623,0.98184,0.77234,0.92625,0.92,0.92827,0.51912,0.75027,2.25574,0.38012,0.8391,0.000445393,0.000445393,0.000445393
116,1874.16,0.61371,1.65175,0.35091,0.85216,0.97759,0.97319,0.98463,0.77417,0.93241,0.92854,0.93419,0.5179,0.75747,2.26917,0.37554,0.84102,0.000443037,0.000443037,0.000443037
117,1889.57,0.60489,1.62637,0.34656,0.85342,0.97801,0.97173,0.98515,0.77638,0.92531,0.92027,0.92463,0.51112,0.74711,2.2246,0.37274,0.83744,0.000440681,0.000440681,0.000440681
118,1905.36,0.62139,1.6763,0.34615,0.85439,0.97468,0.97138,0.98506,0.78174,0.92755,0.92494,0.9265,0.52124,0.74163,2.20755,0.37067,0.83788,0.000438325,0.000438325,0.000438325
119,1920.92,0.62003,1.63106,0.3496,0.85447,0.97339,0.97011,0.98444,0.77765,0.92001,0.9174,0.91862,0.51015,0.74879,2.27832,0.37446,0.84279,0.000435968,0.000435968,0.000435968
120,1936.64,0.6178,1.63135,0.34872,0.85149,0.97244,0.97107,0.98406,0.77308,0.92542,0.92471,0.93071,0.50648,0.76864,2.21986,0.36973,0.84262,0.000433612,0.000433612,0.000433612
121,1952.18,0.63439,1.65605,0.35441,0.85574,0.97385,0.97068,0.98429,0.77674,0.92364,0.92246,0.92018,0.51231,0.74141,2.24884,0.37607,0.83756,0.000431256,0.000431256,0.000431256
122,1968.01,0.60746,1.60929,0.33972,0.85109,0.97254,0.97058,0.98305,0.77605,0.92294,0.92225,0.92338,0.51485,0.73904,2.28842,0.3679,0.84009,0.0004289,0.0004289,0.0004289
123,1983.51,0.60354,1.6209,0.34309,0.85485,0.97692,0.9778,0.98629,0.78249,0.92474,0.92579,0.92992,0.51942,0.73696,2.23973,0.36241,0.83567,0.000426544,0.000426544,0.000426544
124,1999.02,0.61153,1.61448,0.34102,0.84991,0.97636,0.97766,0.98487,0.77685,0.9226,0.92423,0.91662,0.49594,0.75085,2.26727,0.36948,0.84323,0.000424187,0.000424187,0.000424187
125,2014.63,0.59964,1.62086,0.33675,0.8524,0.97126,0.97453,0.98465,0.7805,0.91801,0.92713,0.92525,0.51426,0.73897,2.27253,0.36359,0.83994,0.000421831,0.000421831,0.000421831
